3.074,1.463,1.457,1.527,1.259,1.819,2.202,1.647,1.847,1.885,1.92,11.474
1.404,1.28,1.639,1.549,1.754,1.489,1.484,1.456,1.749,1.567,1.172,11.789
2.868,2.841,2.966,3.319,2.827,2.416,2.484,1.521,4.155,1.275,2.841,7.88
1.685,1.42,1.635,1.561,1.769,1.794,2.057,2.105,2.066,1.842,3.378,4.564
1.863,1.665,1.615,1.53,1.486,1.881,1.597,1.6,1.724,1.655,3.109,11.3
2.18,1.597,2.219,2.058,1.457,1.463,1.687,3.443,1.965,2.113,1.207,4.413
1.659,1.895,1.704,1.683,2.019,1.432,1.341,2.871,1.55,1.775,1.881,16.22
1.665,1.615,1.453,1.881,1.666,1.666,1.597,1.724,1.645,1.565,1.484,12.305
1.216,1.204,1.278,1.254,1.499,1.206,1.197,1.232,1.344,1.369,2.756,5.261
1.425,2.361,1.693,1.811,1.711,1.867,1.9,2.211,1.786,1.551,1.995,5.969
1.715,1.964,2.074,1.757,1.817,1.411,1.553,2.027,1.806,1.766,3.378,25.276
1.992,2.083,2.892,2.553,1.66,2.123,2.468,2.479,2.16,1.751,1.992,13.828
1.158,1.442,1.233,1.767,2.152,2.265,2.081,2.264,1.804,1.696,1.158,11.427
1.567,2.016,1.411,1.531,1.222,1.272,1.259,1.237,1.412,2.2,1.21,9.067
1.817,2.105,1.404,1.964,1.625,1.962,1.715,1.553,1.757,1.577,1.781,11.838
1.767,2.152,2.265,2.081,1.233,1.158,4.566,1.442,1.804,1.696,1.767,10.129
1.494,1.237,1.272,1.222,1.259,1.425,1.456,1.287,1.4,1.411,1.318,7.389
1.133,1.227,1.812,1.548,2.354,2.448,1.937,1.814,1.853,1.769,1.227,12.936
1.843,1.9,1.877,1.834,2.381,2.002,2.659,2.008,2.201,2.726,2.381,9.216
2.395,1.321,1.325,1.339,1.252,2.121,1.524,1.511,1.609,1.37,1.21,9.343
1.978,3.086,2.09,1.313,1.493,1.554,1.783,1.842,2.027,2.38,1.978,13.619
1.611,1.936,1.586,1.883,2.187,2.053,1.847,1.693,1.719,1.768,2.549,15.58
1.523,1.431,1.456,1.645,1.521,1.528,1.425,1.574,1.294,1.503,1.318,8.503
1.797,1.534,1.347,1.538,1.556,1.704,1.681,1.735,1.737,1.319,1.797,8.059
2.156,2.955,2.69,3.087,3.138,1.715,3.21,2.046,1.938,2.024,2.046,3.793
1.544,2.302,1.494,2.456,2.018,3.175,1.654,2.753,2.327,1.865,2.841,7.436
1.929,1.701,1.761,2.491,2.984,1.699,1.788,1.477,2.713,2.329,1.699,11.008
1.721,2.281,2.464,2.088,3.081,2.512,1.851,1.859,2.187,2.238,1.944,3.075
1.938,1.887,1.449,2.871,1.859,2.25,1.624,1.776,2.02,2.749,1.541,2.723
1.289,1.34,1.361,1.253,1.307,1.263,1.28,1.289,1.325,1.397,1.21,16.813
1.797,1.651,1.471,1.887,1.805,1.383,1.904,1.494,1.755,1.514,1.797,9.948
2.62,1.726,4.076,2.213,2.625,1.713,2.182,2.382,2.665,1.695,1.881,17.079
1.716,1.254,1.377,1.358,1.29,1.299,1.366,1.308,1.257,1.265,1.484,16.199
1.572,1.63,2.265,1.866,1.83,1.468,1.568,1.512,1.435,1.464,1.944,5.516
1.549,1.751,1.892,1.97,1.627,1.28,1.484,1.489,1.741,1.492,1.207,6.118
1.737,1.763,2.152,1.639,1.404,2.098,1.489,1.549,1.484,1.28,1.995,8.191
1.703,1.7,1.895,1.811,1.895,1.63,1.619,1.881,1.706,1.825,3.141,16.527
1.874,1.527,1.392,1.545,1.511,1.55,1.386,1.401,1.341,1.56,1.992,11.546
1.884,2.424,2.303,1.83,2.202,2.186,1.586,1.677,2.312,1.936,1.551,6.805
1.523,1.431,1.287,1.645,1.521,1.528,1.574,1.325,1.503,1.461,1.318,6.911
1.899,1.369,1.312,1.842,1.522,1.232,1.598,1.695,1.503,1.204,3.109,7.316
1.954,2.219,1.758,1.709,1.239,2.211,1.456,2.079,2.917,1.434,2.917,16.842
1.443,1.537,1.58,1.874,1.407,1.523,1.689,1.55,1.602,1.527,1.572,21.2
1.333,1.494,1.411,1.222,1.272,1.259,1.237,1.723,1.805,1.383,1.21,11.768
2.094,2.067,2.524,1.695,1.754,2.765,1.651,2.102,2.94,3.516,3.17,6.815
1.431,2.462,2.165,1.741,1.864,1.36,1.319,1.395,1.347,2.216,1.542,18.711
1.732,1.692,1.859,1.721,1.777,1.456,1.961,1.875,1.845,1.492,2.178,11.986
1.133,1.227,1.457,1.463,3.443,1.812,1.851,1.687,1.68,2.219,1.227,12.633
2.5,8.683,1.588,3.366,2.117,2.312,2.129,1.625,1.429,2.756,2.5,22.765
1.572,1.404,1.615,1.443,1.724,1.754,1.411,1.546,1.463,1.484,1.572,8.869
1.158,1.442,1.233,1.767,2.152,2.265,2.081,2.264,1.804,1.696,1.158,11.427
1.545,1.475,1.255,1.274,1.312,1.27,1.303,1.312,1.31,1.417,1.21,28.159
2.756,1.66,2.213,1.852,1.821,2.382,1.738,1.695,2.463,1.872,2.756,9.774
2.674,2.781,1.541,2.263,1.64,1.919,3.17,1.815,1.586,2.736,3.17,4.812
1.404,1.639,1.28,1.549,1.489,1.484,1.754,1.456,1.628,1.567,1.92,9.013
1.399,1.846,1.615,1.682,1.353,1.518,1.684,2.447,1.56,1.952,1.893,20.669
1.797,2.05,1.503,1.461,2.027,1.37,1.313,1.321,1.312,1.294,1.797,9.388
5.428,4.661,2.293,3.251,2.19,2.218,1.893,3.554,1.948,3.095,4.661,28.901
1.715,2.714,1.767,1.639,2.298,2.034,2.048,1.923,1.992,2.152,1.944,4.251
1.347,1.319,1.36,1.534,1.672,1.681,1.556,1.737,1.409,1.395,3.378,5.606
1.158,1.442,1.233,1.767,2.152,2.265,2.081,2.264,1.804,1.696,1.158,11.427
1.158,1.442,1.233,1.767,2.152,2.265,2.081,2.264,1.804,1.696,1.158,11.427
1.227,2.219,1.614,1.463,1.457,1.239,2.211,1.7,1.853,2.207,2.144,6.913
1.471,1.657,2.824,1.893,1.737,2.08,2.337,1.997,2.756,1.525,1.29,14.83
1.523,1.431,1.456,1.645,1.521,1.528,1.574,1.425,1.503,1.294,1.318,6.87
2.09,2.824,1.978,1.983,1.903,2.197,2.169,2.163,3.481,2.259,1.978,14.58
1.713,2.555,1.227,1.7,1.512,1.593,1.587,1.7,1.704,2.035,2.555,9.835
1.321,1.339,1.521,1.304,1.44,1.293,1.388,1.252,1.31,1.325,1.375,11.676
2.314,2.026,2.795,1.781,1.552,3.139,2.179,2.153,2.93,2.45,1.172,15.363
1.158,1.442,1.233,1.767,2.152,2.265,2.081,2.264,1.804,1.696,1.158,11.427
1.998,2.514,2.27,3.17,2.768,2.674,2.781,1.804,1.696,3.363,3.17,2.238
1.893,1.899,1.728,1.484,1.511,1.596,1.641,1.682,1.588,1.778,1.893,14.854
1.433,1.475,1.545,1.255,1.31,1.274,1.312,1.338,1.27,1.303,2.5,14.877
2.258,2.816,1.715,3.698,1.612,2.262,3.214,2.195,2.29,1.945,2.756,11.28
1.158,1.442,1.233,1.767,2.152,2.265,2.081,2.264,1.804,1.696,1.767,11.618
1.158,1.442,1.233,1.767,2.152,2.265,2.081,2.264,1.804,1.696,1.158,11.427
2.674,5.206,2.781,2.636,1.723,1.739,1.991,2.537,2.106,2.263,3.17,8.635
1.604,1.882,1.682,1.56,1.863,1.884,1.591,1.558,1.739,1.734,2.144,29.585
1.689,1.798,1.901,1.795,1.993,1.807,2.588,1.74,1.786,1.941,1.689,8.712
2.381,2.201,1.99,1.9,2.002,1.877,1.834,1.843,1.549,2.726,2.381,9.597
1.867,1.656,1.532,1.636,1.749,1.725,1.4,2.431,1.439,1.46,2.555,9.336
1.158,1.442,1.233,1.767,2.152,2.265,2.081,2.264,1.804,1.696,1.158,11.427
1.432,1.55,1.659,1.457,1.341,1.775,1.748,1.683,1.407,1.545,2.756,10.135
4.349,4.277,3.315,1.972,2.02,3.779,2.536,2.156,1.67,2.417,4.349,15.333
1.703,1.429,1.706,1.7,1.522,1.619,1.811,1.557,1.486,1.63,1.666,4.913
1.639,2.714,1.715,2.298,1.992,2.048,1.923,1.992,1.6,2.129,1.881,4.592
1.158,1.442,1.233,1.767,2.152,2.265,2.081,2.264,1.804,1.696,1.158,11.427
1.404,1.66,2.463,2.213,2.227,1.695,2.493,2.182,1.872,1.522,1.881,22.161
1.565,2.055,1.935,1.59,1.537,2.359,1.779,1.814,1.57,4.228,3.378,13.743
1.904,1.699,1.776,1.813,1.925,1.799,1.783,1.982,1.937,1.938,2.721,5.062
1.539,1.359,1.37,1.745,2.394,1.916,1.899,1.926,1.732,1.411,3.378,12.74
1.918,1.797,1.847,1.606,1.474,2.522,1.619,1.676,1.526,2.062,2.381,20.256
1.412,1.653,1.221,1.354,2.037,2.662,2.314,1.484,1.548,1.489,6.038,15.373
1.714,1.425,1.287,1.494,2.039,1.456,1.237,1.222,1.272,1.259,1.318,7.978
1.375,1.585,1.43,2.154,1.486,2.213,1.524,1.727,1.918,1.683,1.797,11.939
5.428,4.661,1.804,1.361,1.169,1.696,1.866,2.265,1.699,3.161,4.661,10.826
1.829,1.829,1.737,1.43,1.585,1.71,2.483,2.796,2.847,2.078,1.829,6.761
1.718,2.337,3.178,1.651,1.074,1.072,2.209,2.112,2.031,1.9,1.172,9.069
1.158,1.442,1.233,1.767,2.152,2.265,2.081,2.264,1.804,1.696,1.158,11.427
1.292,1.4,1.447,1.439,1.475,1.431,1.523,1.294,1.369,1.494,1.375,9.005
1.572,1.721,1.615,1.463,1.546,1.566,1.489,1.474,1.484,1.388,1.572,6.632
6.038,2.263,5.326,3.8,2.153,3.354,2.062,1.864,3.442,3.179,6.038,9.983
2.328,1.456,1.609,1.597,2.007,1.626,1.629,1.627,1.321,1.713,2.144,8.941
2.381,1.843,1.9,1.877,1.834,1.542,2.002,2.572,2.659,2.195,2.381,9.459
1.688,1.561,1.42,1.685,1.541,1.769,2.057,1.889,1.635,1.842,1.797,9.895
2.606,1.92,1.444,1.688,1.872,1.895,1.612,1.7,1.703,1.793,1.992,8.497
1.541,1.696,1.804,1.866,1.169,1.572,2.265,1.361,1.83,3.689,1.541,2.104
1.412,2.153,2.314,1.653,1.354,1.639,1.781,1.567,1.484,1.489,1.172,25.317
1.615,1.489,1.418,1.474,1.598,1.553,1.552,1.463,1.388,1.395,1.572,14.073
1.468,1.493,1.824,1.628,2.138,2.369,2.262,1.662,1.895,1.759,1.484,14.401
2.364,1.674,1.645,1.361,1.592,2.802,2.645,2.087,2.364,2.088,1.961,8.982
1.431,1.523,1.485,1.645,1.521,1.528,1.574,1.287,1.425,1.479,1.318,10.16
1.644,2.024,1.531,1.553,1.567,1.552,1.411,1.443,1.418,1.572,1.572,19.638
1.767,2.152,2.265,2.081,4.566,4.586,1.233,1.804,1.158,1.696,1.767,4.72
1.737,1.763,2.098,2.205,2.152,2.997,1.484,1.489,1.995,1.653,1.995,13.4
1.736,1.831,1.763,1.886,1.438,1.987,1.691,2.44,1.887,2.103,1.542,9.546
1.572,2.237,1.823,1.83,2.303,1.944,1.866,1.706,1.622,1.766,1.944,3.25
1.435,1.464,1.512,1.686,1.46,1.754,2.222,1.417,1.927,1.8,2.018,2.573
1.895,1.88,1.9,1.919,1.901,2.299,3.259,1.662,2.241,2.257,1.944,20.688
1.987,2.343,3.316,1.954,1.62,3.06,1.817,1.689,2.318,1.731,1.992,3.599
1.572,1.979,1.438,1.612,1.734,1.452,2.31,1.596,1.978,1.618,1.542,10.401
1.572,1.89,1.842,1.832,4.822,1.881,5.64,1.666,3.315,1.666,1.944,9.124
1.767,2.152,2.265,2.081,4.566,4.586,1.233,1.804,1.158,1.696,1.767,7.221
2.152,1.484,1.489,1.711,1.683,1.492,2.085,1.653,1.94,1.827,1.995,8.585
1.158,1.442,1.233,1.767,2.152,2.265,2.081,2.264,1.804,1.696,1.158,11.427
1.718,1.409,1.395,1.347,1.319,1.36,1.672,2.043,1.643,1.622,1.978,5.757
1.158,1.442,1.233,1.767,2.152,2.265,2.081,2.264,1.804,1.696,1.158,11.427
1.207,1.221,2.314,1.909,1.412,2.153,3.3,1.397,2.08,2.042,1.207,13.659
2.05,1.294,2.027,1.461,1.287,1.503,1.523,1.312,1.327,1.292,1.375,7.999
1.494,1.237,1.272,1.222,1.259,1.425,1.456,1.287,1.4,1.411,1.318,7.028
1.652,1.683,1.522,1.43,1.585,1.486,1.524,2.154,1.718,1.528,1.797,8.828
1.158,1.442,1.233,1.767,2.152,2.265,2.081,2.264,1.804,1.696,1.158,11.427
1.417,1.374,1.192,1.21,1.226,1.229,1.357,1.246,1.366,1.414,1.375,29.149
1.918,1.548,1.581,1.676,1.797,1.847,1.656,1.552,1.871,1.606,2.381,5.837
2.346,2.193,1.995,1.877,1.796,1.652,2.501,2.16,1.683,2.186,1.978,9.655
1.207,1.221,1.909,1.397,1.549,3.3,2.153,1.378,1.412,1.28,1.207,12.737
1.404,1.754,1.639,3.149,1.28,2.078,2.145,1.957,1.628,2.5,3.668,3.775
1.855,1.32,1.748,1.293,1.938,2.026,1.662,1.733,1.781,1.382,2.018,5.232
2.381,2.201,2.8,1.99,2.731,4.306,1.9,1.843,1.877,1.834,2.381,19.844
1.429,8.683,1.493,2.216,1.399,1.744,1.349,1.375,2.199,2.558,2.5,12.611
2.227,1.859,1.585,1.717,2.15,1.987,1.88,1.852,2.352,2.169,1.881,12.955
1.748,1.92,2.335,1.825,1.271,1.856,1.858,1.254,1.299,1.415,2.722,4.816
1.746,1.475,1.541,1.923,1.292,1.576,2.409,2.088,1.738,2.293,1.978,12.544
1.411,1.287,1.609,1.715,1.37,1.803,1.237,2.05,1.222,1.272,3.378,18.346
1.429,8.683,2.5,1.89,1.491,1.518,2.314,1.592,2.026,1.847,2.5,16.038
1.514,1.843,1.41,1.721,1.707,1.73,2.299,2.008,1.878,1.908,2.549,11.834
3.443,1.734,2.542,1.687,2.379,1.597,1.457,1.463,1.851,1.965,1.684,15.568
1.932,2.128,2.035,2.024,2.026,2.194,2.076,2.25,2.333,2.316,2.046,3.683
1.707,1.546,1.604,1.367,1.827,1.482,1.422,3.011,1.946,1.779,4.349,12.849
1.993,1.689,1.798,1.901,2.588,1.984,1.795,3.156,2.349,3.469,1.689,23.744
1.494,1.237,1.272,1.222,1.259,1.425,1.287,1.4,1.411,1.456,1.318,8.883
1.852,2.9,2.494,1.689,3.508,1.798,7.415,2.718,2.65,2.382,1.689,9.919
1.465,1.585,1.43,2.154,1.486,2.004,1.88,2.061,1.683,2.626,1.829,12.679
1.829,1.829,1.737,2.078,1.71,2.483,2.796,2.006,2.207,1.718,1.829,10.14
1.494,1.237,1.272,1.222,1.259,1.425,1.456,1.287,1.4,1.411,1.318,7.7
1.538,2.165,1.566,1.556,1.737,1.347,1.741,2.366,2.118,2.462,3.378,16.355
1.259,1.78,1.687,3.443,1.779,3.074,1.572,1.763,2.202,1.819,1.995,16.078
1.482,1.546,1.827,1.367,1.946,1.604,1.732,1.578,1.422,1.609,1.706,8.577
1.503,1.461,1.312,1.369,2.05,1.511,1.294,1.523,1.327,1.431,1.21,9.354
1.775,1.667,1.972,1.636,1.891,1.816,1.517,1.609,3.132,1.656,1.667,17.154
1.158,1.442,1.233,1.767,2.152,2.265,2.081,2.264,1.804,1.696,1.158,11.427
1.158,1.442,1.233,1.767,2.152,2.265,2.081,2.264,1.804,1.696,1.158,11.427
1.158,1.442,1.233,1.767,2.152,2.265,2.081,2.264,1.804,1.696,1.158,11.427
1.207,1.567,1.909,1.227,1.639,1.404,1.486,1.687,1.7,1.822,2.555,10.34
1.71,1.675,1.597,1.734,2.982,1.763,1.839,1.579,2.554,1.883,1.542,8.589
2.082,1.745,2.046,2.237,2.108,2.579,1.484,1.706,1.489,1.492,2.046,5.522
1.877,1.947,1.794,1.67,1.769,2.079,1.798,2.132,2.18,2.008,1.978,2.772
2.211,1.934,2.062,2.314,3.454,2.253,1.781,2.625,3.149,2.754,4.349,10.771
1.572,1.866,1.63,2.265,1.83,1.468,1.871,1.696,1.568,1.823,1.944,3.085
1.404,1.453,1.881,1.522,1.597,1.724,1.645,1.754,1.666,1.665,1.484,12.797
1.4,1.411,1.494,1.425,1.439,1.237,1.287,1.222,1.713,1.272,1.375,8.575
1.805,1.651,1.62,1.887,1.551,1.519,1.491,1.521,1.904,1.557,2.383,13.054
2.156,1.696,1.804,1.361,1.758,1.169,2.514,1.823,2.83,2.281,2.83,3.308
1.549,1.28,1.484,1.489,1.639,1.404,1.456,1.567,1.827,1.492,3.668,12.976
1.158,1.442,1.233,1.767,2.152,2.265,2.081,2.264,1.804,1.696,1.158,11.427
8.683,2.5,1.429,2.743,2.718,1.89,1.872,1.518,2.56,2.545,2.5,15.718
1.961,1.999,2.158,2.091,1.417,1.449,2.105,2.035,1.529,2.027,1.961,18.196
1.542,1.285,1.235,1.32,1.29,1.357,1.541,1.291,1.273,1.394,1.542,12.26
1.431,2.094,2.067,2.524,2.49,1.769,1.999,2.94,1.695,1.754,3.17,10.658
3.17,2.674,2.781,1.998,2.514,2.27,2.768,2.652,3.479,3.575,3.17,2.704
1.978,3.086,1.783,1.865,2.09,1.622,1.347,1.685,2.38,1.651,1.978,11.42
1.407,2.004,1.651,1.53,1.688,1.541,1.351,1.561,1.82,1.42,1.375,12.238
1.689,1.565,1.537,1.795,4.228,2.359,1.484,1.546,1.489,2.055,1.689,14.701
1.495,1.887,1.852,1.621,2.756,1.821,2.211,2.382,2.233,2.099,2.756,15.06
1.158,1.442,1.233,1.767,2.152,2.265,2.081,2.264,1.804,1.696,1.158,11.427
1.961,1.999,2.091,2.158,1.675,1.683,1.626,1.095,1.083,1.113,1.961,6.565
1.775,1.656,1.517,1.636,1.527,1.624,1.972,1.816,1.65,2.629,1.667,22.018
1.227,1.133,1.812,2.448,2.354,1.457,1.463,2.526,1.853,1.814,1.227,11.027
2.144,1.699,1.655,2.169,1.689,2.032,2.317,1.758,1.912,1.794,2.144,10.806
1.158,1.442,1.233,1.767,2.152,2.265,2.081,2.264,1.804,1.696,1.158,11.427
1.939,2.211,2.062,2.464,1.651,3.031,3.454,2.102,3.3,2.685,4.349,11.367
